0.3,0.9,5.0,0.0,6.709273182957394
0.3,0.9,5.0,0.01,6.644110275689223
0.3,0.9,5.0,0.02,6.634085213032582
0.3,0.9,5.0,0.05,6.646616541353383
0.3,1.05,6.0,0.0,8.117794486215539
0.3,1.05,6.0,0.01,8.097744360902256
0.3,1.0,6.0,0.02,7.917293233082707
0.3,1.0,6.0,0.05,7.969924812030075
0.3,1.0,5.0,0.0,7.117794486215539
0.3,1.0,5.0,0.01,7.025062656641604
0.3,1.0,5.0,0.02,7.228070175438597
0.3,1.0,5.0,0.05,7.015037593984962
0.3,1.0,6.0,0.0,7.959899749373434
0.3,1.0,6.0,0.01,7.9072681704260654
0.3,1.05,6.0,0.05,8.180451127819548
0.3,1.1,5.0,0.0,7.593984962406015
0.3,1.1,5.0,0.01,7.631578947368421
0.3,1.1,5.0,0.02,7.74937343358396
0.3,1.1,5.0,0.05,7.458646616541353
0.3,1.1,6.0,0.0,8.36591478696742
0.3,1.1,6.0,0.01,8.398496240601503
0.3,1.1,6.0,0.02,8.466165413533835
0.3,1.1,6.0,0.05,8.436090225563909
0.3,1.2,5.0,0.0,8.508771929824562
0.3,1.2,5.0,0.01,8.631578947368421
0.3,1.2,5.0,0.02,8.481203007518797
0.3,1.2,5.0,0.05,8.350877192982455
0.3,1.2,6.0,0.0,9.107769423558898
0.3,1.2,6.0,0.01,8.887218045112782
0.3,1.2,6.0,0.02,8.889724310776943
0.3,1.2,6.0,0.05,8.869674185463658
0.3,1.3,5.0,0.0,9.300751879699249
0.3,1.3,5.0,0.01,9.057644110275689
0.3,1.3,5.0,0.02,9.323308270676693
0.3,1.3,5.0,0.05,9.142857142857142
0.3,1.3,6.0,0.0,9.857142857142858
0.3,1.3,6.0,0.01,9.75689223057644
0.3,1.3,6.0,0.02,9.548872180451127
0.3,1.3,6.0,0.05,9.56641604010025
0.3,1.4,5.0,0.0,10.087719298245615
0.3,1.4,5.0,0.01,10.203007518796992
0.3,1.4,5.0,0.02,9.982456140350877
0.3,1.4,5.0,0.05,10.070175438596491
0.3,1.4,6.0,0.0,10.646616541353383
0.3,1.4,6.0,0.01,10.68671679197995
0.3,1.4,6.0,0.02,10.68671679197995
0.3,1.4,6.0,0.05,10.463659147869674
0.3,1.5,5.0,0.0,10.807017543859649
0.3,1.5,5.0,0.01,10.74937343358396
0.3,1.5,5.0,0.02,10.987468671679197
0.3,1.5,5.0,0.05,10.887218045112782
0.3,1.5,6.0,0.0,11.258145363408522
0.3,1.5,6.0,0.01,11.132832080200501
0.3,1.5,6.0,0.02,11.200501253132833
0.3,1.5,6.0,0.05,11.24561403508772
0.3,1.6,5.0,0.0,11.63408521303258
0.3,1.6,5.0,0.01,11.563909774436091
0.3,1.6,5.0,0.02,11.884711779448622
0.3,1.6,5.0,0.05,11.822055137844611
0.3,1.6,6.0,0.0,11.912280701754385
0.3,1.6,6.0,0.01,12.223057644110275
0.3,1.6,6.0,0.02,12.213032581453634
0.3,1.6,6.0,0.05,12.180451127819548
