0.3,3.0,5.0,0.0,6.839598997493734
0.3,2.9,5.0,0.01,6.776942355889724
0.3,3.0,5.0,0.02,6.791979949874687
0.3,2.9,5.0,0.05,6.666666666666667
0.3,3.45,6.0,0.0,8.308270676691729
0.3,3.55,6.0,0.01,8.563909774436091
0.3,3.7,6.0,0.02,8.601503759398497
0.3,3.35,6.0,0.05,8.135338345864662
0.3,2.95,5.0,0.0,6.7293233082706765
0.3,2.95,5.0,0.02,6.837092731829574
0.3,2.8,5.0,0.05,6.5664160401002505
0.3,3.5,6.0,0.0,8.353383458646617
0.3,3.45,6.0,0.01,8.461152882205514
0.3,3.55,6.0,0.02,8.353383458646617
0.3,3.5,6.0,0.05,8.303258145363408
0.3,3.0,5.0,0.05,6.909774436090226
0.3,3.5,6.0,0.01,8.368421052631579
0.3,3.05,5.0,0.0,6.967418546365915
0.3,3.0,5.0,0.01,6.947368421052632
0.3,2.85,5.0,0.05,6.649122807017544
0.3,3.55,6.0,0.0,8.478696741854636
0.3,3.25,6.0,0.02,7.904761904761905
